Parcel,OVR_L1_logistic,OVR_L2_logistic,OVR_L1_LinearSVC,OVR_L2_LinearSVC
LH_Cont_pCun_1,0.03618952866558885,0.03645207201978747,0.039353866987245925,0.033301551769404025
LH_Cont_Cing_1,0.029750307452085838,0.03844187428318755,0.03001285080628446,0.034379361328745736
LH_Default_Temp_1,0.01843330707899792,0.021763462255938316,0.020796197266785506,0.016650775884702016
LH_Default_Temp_2,0.02621288120604126,0.033273915626856804,0.029722671309538613,0.0313670217910984
LH_Default_Par_1,0.013762798988517183,0.017839130014232613,0.017079136094183975,0.024692893365943984
LH_Default_Par_2,0.029957578521190013,0.031671019359117855,0.033370642125772086,0.03125647722090951
LH_Default_PFC_1,0.008207934336525308,0.013900979701253298,0.011524271442192102,0.01594605424974782
LH_Default_PFC_2,0.02194309718249527,0.015476239826445028,0.022924180242921692,0.01980129613508547
LH_Default_PFC_3,0.01586314582210615,0.02134892011772997,0.01280935207063798,0.015876963893379763
LH_Default_PFC_4,0.004090149096989042,0.0160427807486631,0.008898837900205889,0.00838756926308226
LH_Default_PFC_5,0.009382470394782298,0.004242147880998771,0.004421782807555722,0.007102488634636378
LH_Default_PFC_6,0.022979452528016142,0.016028962677389492,0.018516215506639584,0.015379513327529744
LH_Default_PFC_7,0.01629150603158811,0.015130788044604736,0.018433307078997912,0.01797731072696873
LH_Default_pCunPCC_1,0.003482153960950131,0.0026807058270806564,0.0031228841078362285,0.002349072116513977
LH_Default_pCunPCC_2,0.027097237767552407,0.032292832566430375,0.024927800577595378,0.027415053406845476
RH_Vis_1,0.00559631886581271,0.008152662051430861,0.004919233373405741,0.008138843980157252
RH_Vis_2,0.006259586286946069,0.008456659619450317,0.011427544943276819,0.013403529135403281
RH_Vis_3,0.022454365819618897,0.03504262874987909,0.025466705357266233,0.0341029999032735
RH_Vis_4,0.017438405947297876,0.03330155176940403,0.027788141331232988,0.033619367408697094
RH_Vis_5,0.01347261949177134,0.01576641932319087,0.011413726872003207,0.020492199698766044
RH_Vis_6,0.01977365999253824,0.022882726029100863,0.027442689549392697,0.023283450096035597
RH_Vis_7,0.02002238527546325,0.015186060329699179,0.01973220577871741,0.016084234962483936
RH_Vis_8,0.0075170307728447275,0.009161381254404511,0.008705384902375326,0.008180298193978084
RH_SomMot_1,0.016291506031588115,0.016250051817767276,0.016761320454890906,0.01645732288687145
RH_SomMot_2,0.009797012532990645,0.010667551023228179,0.010612278738133732,0.011026820876342082
RH_SomMot_3,0.018778758860838202,0.010612278738133732,0.017797675800411777,0.018488579364092362
RH_SomMot_4,0.018986029929942378,0.018972211858668767,0.017783857729138167,0.017162044521825643
RH_SomMot_5,0.04213129931324186,0.043692741367159976,0.055493374234824304,0.052633033481186704
RH_SomMot_6,0.011814450938937944,0.009935193245726762,0.015199878400972795,0.0106951871657754
RH_SomMot_7,0.018364216722629858,0.01709295416545759,0.018820213074659038,0.017272589092014536
RH_SomMot_8,0.021404192402824415,0.022924180242921692,0.017922038441874285,0.01875112271829098
RH_DorsAttn_Post_1,0.04772761817905456,0.04308474623112107,0.048238886816178196,0.03670079730271249
RH_DorsAttn_Post_2,0.023504539236413383,0.02509361743287872,0.021445646616645248,0.022813635672732802
RH_DorsAttn_Post_3,0.023145269383299482,0.024706711437217595,0.022343821249430008,0.01933148171178267
RH_DorsAttn_Post_4,0.023269632024761983,0.01846094322154514,0.022191822465420282,0.025190343931794
RH_DorsAttn_Post_5,0.02191546103994805,0.022343821249430008,0.02116928519117302,0.02252345617598696
RH_DorsAttn_PrCv_1,0.018654396219375702,0.01619477953267283,0.015199878400972795,0.017590404731307602
RH_DorsAttn_FEF_1,0.019524934709613233,0.018806395003385427,0.02006383948928409,0.02121073940499385
RH_SalVentAttn_TempOccPar_1,0.010626096809407343,0.013306802636487999,0.00880211140129061,0.017189680664372868
RH_SalVentAttn_TempOccPar_2,0.023338722381130043,0.023476903093866158,0.024679075294670373,0.019718387707443795
RH_SalVentAttn_FrOperIns_1,0.009479196893697578,0.018861667288479874,0.018336580580082636,0.019663115422349352
RH_SalVentAttn_Med_1,0.015490057897718637,0.014412248338376931,0.01626386988904089,0.014094432699083864
RH_SalVentAttn_Med_2,0.010584642595586507,0.014384612195829706,0.008857383686385056,0.00771048377067529
RH_Limbic_OFC_1,0.01261589907280742,0.01626386988904089,0.013721344774696349,0.016940955381447857
RH_Limbic_TempPole_1,0.00873302104492255,0.00822175240779892,0.010349735383935112,0.009755558319169811
RH_Cont_Par_1,0.038358965855545886,0.033329187911951254,0.023145269383299475,0.027926322043969103
RH_Cont_Par_2,0.0552584670231729,0.049827965012643534,0.040597493401870965,0.042670204092912715
RH_Cont_PFCl_1,0.010322099241387888,0.0103359173126615,0.01409443269908386,0.010971548591247635
RH_Cont_PFCl_2,0.026751785985712116,0.02472052950849121,0.027622324475949644,0.026157608920946818
RH_Cont_PFCl_3,0.006660310353880805,0.006535947712418302,0.005706863436001603,0.006079951360389117
RH_Cont_PFCl_4,0.014619519407481105,0.01821221793862013,0.019372935925603504,0.017383133662203433
RH_Cont_Cing_1,0.027774323259959377,0.037944423717337535,0.030081941162652517,0.03317718912794152
RH_Cont_PFCmp_1,0.029308129171330268,0.02806450275670522,0.021044922549710517,0.027649960618496873
RH_Cont_pCun_1,0.03939532120106676,0.04043167654658762,0.04200693667177936,0.03751606350785558
RH_Default_Par_1,0.028271773825809397,0.020160565988199368,0.024444168083018976,0.0167475023836173
RH_Default_Temp_1,0.014923516975500562,0.014647155550028325,0.015490057897718639,0.01611187110503116
RH_Default_Temp_2,0.007185397062278047,0.0085533861183656,0.012228993077146292,0.016885683096353413
RH_Default_Temp_3,0.02438889579792453,0.01956638892343407,0.020298746700935486,0.023352540452403658
RH_Default_PFCv_1,0.009686467962801752,0.005541046580718264,0.005969406790200225,0.010018101673368432
RH_Default_PFCv_2,0.015904600035926985,0.017162044521825646,0.021639099614475812,0.015835509679558928
RH_Default_PFCdPFCm_1,0.02078237919551189,0.02965358095317056,0.026503060702787108,0.02270309110254391
RH_Default_PFCdPFCm_2,0.010474098025397616,0.016816592739985356,0.013154803852478273,0.01626386988904089
RH_Default_PFCdPFCm_3,0.003827605742790421,0.0031919744642042868,0.004173057524630712,0.002266163688872307
RH_Default_pCunPCC_1,0.013500255634318562,0.01915184678522572,0.020796197266785502,0.02286890795782725
RH_Default_pCunPCC_2,0.032030289212231756,0.03385427462034849,0.03243101327916649,0.03156047478892896
